"","Name","VarianceFantasyEvaluation","PlayedMatches","Team","Role","MedianFantasyEvaluation","WeightedFantasyEvaluation","Qt..A","Qt..I","Plays2018_2019","Owner","Price","MantraRole","MeanFantasyEvaluation"
"474","PARIGINI",0.1904761905,21,"Benevento","A",6,3.1710526316,6,7,NA,"",NA,"W",5.73913043478261
"475","PARIGINI",0.1904761905,21,"Benevento","A",6,3.1710526316,6,7,NA,"",NA,"A",5.73913043478261
"476","PAROLO",3.1349462366,31,"Lazio","C",6,5.3684210526,13,13,NA,"",NA,"C",6.65277777777778
"477","PAROLO",3.1349462366,31,"Lazio","C",6,5.3684210526,13,13,NA,"",NA,"M",6.65277777777778
"478","PASALIC",NA,36,NA,"C",NA,5.7742571478,15,14,NA,"VE",16,"C",6.7
"479","PASALIC",NA,36,NA,"C",NA,5.7742571478,15,14,NA,"VE",16,"T",6.7
"480","PASQUAL",NA,21,NA,"D",NA,3.9845116956,7,7,NA,"",NA,"E",6
"481","PASQUAL",NA,21,NA,"D",NA,3.9845116956,7,7,NA,"",NA,"Ds",6
"482","PASTORE",NA,34,NA,"C",NA,6.6633038085,21,21,NA,"GATTI",20,"T",6.375
"483","PASTORE",NA,34,NA,"C",NA,6.6633038085,21,21,NA,"GATTI",20,"C",6.375
"484","PATRIC",0.35,11,"Lazio","D",6,1.7368421053,1,2,NA,"",NA,"Ds",6
"485","PATRIC",0.35,11,"Lazio","D",6,1.7368421053,1,2,NA,"",NA,"E",6
"486","PATRIC",0.35,11,"Lazio","D",6,1.7368421053,1,2,NA,"",NA,"Dd",6
"487","PAVOLETTI",4.4446022727,33,"Cagliari","A",6,6,18,17,NA,"",NA,"Pc",7
"488","PEGOLO",2,2,"Sassuolo","P",5,0.2631578947,1,1,NA,"",NA,"Por",5
"489","PELLEGRINI LO",NA,36,NA,"C",NA,5.7742571478,13,14,NA,"",NA,"C",5.16666666666667
"490","PELLISSIER",1.3581871345,19,"Chievo","A",6,3.0263157895,2,3,NA,"",NA,"Pc",6.05
"491","PELUSO",1.0698924731,31,"Sassuolo","D",6,4.7763157895,3,4,NA,"",NA,"Dc",5.85483870967742
"492","PELUSO",1.0698924731,31,"Sassuolo","D",6,4.7763157895,3,4,NA,"",NA,"Ds",5.85483870967742
"493","PEREIRA P",0.1416666667,6,"Genoa","D",6,0.9342105263,2,3,NA,"",NA,"Dd",5.92857142857143
"494","PEREIRA P",0.1416666667,6,"Genoa","D",6,0.9342105263,2,3,NA,"",NA,"E",5.92857142857143
"495","PERICA",0.8988095238,22,"Udinese","A",5.5,3.3289473684,10,12,NA,"",NA,"Pc",5.61111111111111
"496","PERIN",1.384009009,37,"Genoa","P",5,5,1,1,NA,"VE",7,"Por",5.13513513513514
"497","PERISIC",7.1813063063,37,"Inter","C",6,6.9736842105,29,28,NA,"GATTI",35,"W",7.21428571428571
"498","PERISIC",7.1813063063,37,"Inter","C",6,6.9736842105,29,28,NA,"GATTI",35,"A",7.21428571428571
"499","PEROTTI",4.3516666667,25,"Roma","C",6,4.3947368421,15,16,NA,"",NA,"W",6.59615384615385
"500","PEROTTI",4.3516666667,25,"Roma","C",6,4.3947368421,15,16,NA,"",NA,"T",6.59615384615385
"501","PESSINA",NA,10,NA,"C",NA,1.5935300604,5,5,NA,"",NA,"C",6.25
"502","PETAGNA",2.6416256158,29,"Atalanta","A",6,4.9342105263,14,15,NA,"",NA,"Pc",6.55882352941176
"503","PEZZELLA GER",0.8493761141,34,"Fiorentina","D",6,5.4736842105,10,10,NA,"BRYAN",7,"Dc",6.10526315789474
"504","PEZZELLA GIU",0.3738095238,15,"Udinese","D",5.5,2.1842105263,4,5,NA,"",NA,"E",5.53333333333333
"505","PEZZELLA GIU",0.3738095238,15,"Udinese","D",5.5,2.1842105263,4,5,NA,"",NA,"Ds",5.53333333333333
"506","PIATEK",NA,35,NA,"A",NA,5.6077246726,15,13,NA,"",NA,"Pc",10.75
"507","PINAMONTI",NA,1,"Inter","A",6,0.1578947368,6,7,NA,"",NA,"Pc",6
"508","PINSOGLIO",NA,1,"Juventus","P",5,0.1315789474,1,1,NA,"",NA,"Por",5
"509","PISACANE",0.4995471014,24,"Cagliari","D",5.75,3.6184210526,3,4,NA,"",NA,"Dd",5.68
"510","PISACANE",0.4995471014,24,"Cagliari","D",5.75,3.6184210526,3,4,NA,"",NA,"Dc",5.68
"511","PISACANE",0.4995471014,24,"Cagliari","D",5.75,3.6184210526,3,4,NA,"",NA,"Ds",5.68
"512","PJACA",NA,38,NA,"A",NA,6.0697261987,16,16,NA,"",NA,"A",7.25
"513","PJANIC",3.2989247312,31,"Juventus","C",6.5,5.7368421053,21,20,NA,"BRYAN",10,"C",7.04285714285714
"514","POLI",1.2651209677,32,"Bologna","C",6,5.1315789474,8,8,NA,"",NA,"M",6.05555555555556
"515","POLI",1.2651209677,32,"Bologna","C",6,5.1315789474,8,8,NA,"",NA,"C",6.05555555555556
"516","POLITANO",6.25,36,"Sassuolo","A",6,6.5526315789,15,15,NA,"ME",8,"A",6.79268292682927
"517","PONTISSO",NA,1,"Udinese","C",6,0.1578947368,1,1,NA,"",NA,"C",6
"518","PONTISSO",NA,1,"Udinese","C",6,0.1578947368,1,1,NA,"",NA,"M",6
"519","PRAET",0.9191028226,32,"Sampdoria","C",6,5.25,9,10,NA,"",NA,"C",6.22727272727273
"520","PRAET",0.9191028226,32,"Sampdoria","C",6,5.25,9,10,NA,"",NA,"T",6.22727272727273
"521","PUCCIARELLI",1.6174242424,22,"Chievo","A",5.5,3.4078947368,3,4,NA,"",NA,"A",5.88636363636364
"522","PULGAR",2.5393145161,32,"Bologna","C",6,5.1315789474,9,10,NA,"",NA,"C",6.01388888888889
"523","PULGAR",2.5393145161,32,"Bologna","C",6,5.1315789474,9,10,NA,"",NA,"M",6.01388888888889
"524","PUSSETTO",NA,35,NA,"A",NA,5.4248756564,11,12,NA,"",NA,"W",6.25
"525","PUSSETTO",NA,35,NA,"A",NA,5.4248756564,11,12,NA,"",NA,"A",6.25
"526","QUAGLIARELLA",9.6050420168,35,"Sampdoria","A",6.5,7.3026315789,28,28,NA,"ME",16,"Pc",8
"527","RADOVANOVIC",0.8201680672,35,"Chievo","C",6,5.4736842105,7,7,NA,"",NA,"M",5.9125
"528","RADOVANOVIC",0.8201680672,35,"Chievo","C",6,5.4736842105,7,7,NA,"",NA,"C",5.9125
"529","RADU",0.3951612903,31,"Lazio","D",6,4.8026315789,8,8,NA,"",NA,"Dc",5.9
"530","RADU",0.3951612903,31,"Lazio","D",6,4.8026315789,8,8,NA,"",NA,"Ds",5.9
"531","RAFAEL",1.5555555556,10,"Cagliari","P",5,1.3157894737,1,1,NA,"",NA,"Por",5
"532","RAMIREZ",2.5285285285,37,"Sampdoria","C",6,6.1710526316,13,14,NA,"ME",8,"T",6.31707317073171
"533","RANOCCHIA",2.5545454545,11,"Inter","D",6,1.9210526316,3,4,NA,"",NA,"Dc",6.63636363636364
"534","RASMUSSEN",NA,1,NA,"D",NA,0,3,3,NA,"",NA,"Dc",5.33333333333333
"535","REGINI",0.2857142857,14,"Sampdoria","D",6,2.1578947368,2,3,NA,"",NA,"Dc",5.85714285714286
"536","REGINI",0.2857142857,14,"Sampdoria","D",6,2.1578947368,2,3,NA,"",NA,"Ds",5.85714285714286
"537","REINA",1.5758258258,37,"Napoli","P",6,5.1578947368,1,1,NA,"",NA,"Por",5.2972972972973
"538","RIGONI E",NA,33,NA,"A",NA,5.2214092516,12,11,NA,"",NA,"A",8.375
"539","RIGONI L",2.1106719368,23,"Genoa","C",6,3.7763157895,7,8,NA,"",NA,"C",6.14814814814815
"540","RIGONI N",0.2142857143,15,"Chievo","C",5.5,2.1710526316,6,6,NA,"",NA,"C",5.625
"541","RIGONI N",0.2142857143,15,"Chievo","C",5.5,2.1710526316,6,6,NA,"",NA,"M",5.625
"542","RINCON",0.6783730159,36,"Torino","C",6,5.6710526316,8,7,NA,"",NA,"C",5.9875
"543","RINCON",0.6783730159,36,"Torino","C",6,5.6710526316,8,7,NA,"",NA,"M",5.9875
"544","RODRIGUEZ R",1.1553030303,34,"Milan","D",6,5.1447368421,8,8,NA,"",NA,"E",5.80263157894737
"545","RODRIGUEZ R",1.1553030303,34,"Milan","D",6,5.1447368421,8,8,NA,"",NA,"Ds",5.80263157894737
"546","ROG",0.4761904762,28,"Napoli","C",6,4.4736842105,5,6,NA,"",NA,"C",6.046875
"547","ROG",0.4761904762,28,"Napoli","C",6,4.4736842105,5,6,NA,"",NA,"T",6.046875
"548","ROGERIO",0.3173076923,13,"Sassuolo","D",6,1.9605263158,5,4,NA,"",NA,"E",5.77777777777778
"549","ROGERIO",0.3173076923,13,"Sassuolo","D",6,1.9605263158,5,4,NA,"",NA,"Ds",5.77777777777778
"550","ROMAGNA",0.4229249012,23,"Cagliari","D",6,3.5263157895,6,6,NA,"VE",6,"Dc",5.78571428571429
"551","ROMAGNOLI A",1.2685185185,28,"Milan","D",6,4.6052631579,10,10,NA,"",NA,"Dc",6.203125
"552","ROMULO",1.7728978979,37,"Verona","C",6,6.1973684211,9,9,NA,"ME",1,"M",6.31707317073171
"553","ROMULO",1.7728978979,37,"Verona","C",6,6.1973684211,9,9,NA,"ME",1,"E",6.31707317073171
"554","ROSSETTINI",0.5276679842,23,"Genoa","D",6,3.5526315789,6,5,NA,"",NA,"Dc",5.78571428571429
"555","ROSSETTINI",0.5276679842,23,"Genoa","D",6,3.5526315789,6,5,NA,"",NA,"Dd",5.78571428571429
"556","ROSSI F",NA,1,"Atalanta","P",4.5,0.1184210526,1,1,NA,"",NA,"Por",4.5
"557","RUGANI",1.4978354978,22,"Juventus","D",6,3.7368421053,7,8,NA,"",NA,"Dc",6.45652173913043
"558","SALA",0.5064102564,13,"Sampdoria","D",5.5,1.9210526316,3,3,NA,"",NA,"E",5.66666666666667
"559","SALA",0.5064102564,13,"Sampdoria","D",5.5,1.9210526316,3,3,NA,"",NA,"Dd",5.66666666666667
"560","SALAMON",0.3982683983,22,"SPAL","D",6,3.3157894737,4,4,NA,"",NA,"Dc",5.64814814814815
"561","SALCEDO MORA",0,2,"Genoa","A",6,0.3157894737,1,1,NA,"",NA,"Pc",6
"562","SAMIR",1.1978494624,31,"Udinese","D",5.5,4.6973684211,7,6,NA,"",NA,"Ds",5.81944444444444
"563","SAMIR",1.1978494624,31,"Udinese","D",5.5,4.6973684211,7,6,NA,"",NA,"Dc",5.81944444444444
"564","SANDRO",1.4464285714,14,"Benevento","C",6.25,2.3289473684,8,9,NA,"",NA,"C",6.3
"565","SANDRO",1.4464285714,14,"Benevento","C",6.25,2.3289473684,8,9,NA,"",NA,"M",6.3
"566","SANTANDER",NA,37,NA,"A",NA,4.9909204044,10,10,NA,"",NA,"Pc",6.7
"567","SANTON",0.5785714286,15,"Inter","D",6,2.2105263158,3,3,NA,"",NA,"Dd",5.625
"568","SANTON",0.5785714286,15,"Inter","D",6,2.2105263158,3,3,NA,"",NA,"Ds",5.625
"569","SANTON",0.5785714286,15,"Inter","D",6,2.2105263158,3,3,NA,"",NA,"E",5.625
"570","SANTURRO",NA,1,"Bologna","P",5.5,0.1447368421,1,1,NA,"",NA,"Por",5.5
"571","SAPONARA",0.5923202614,18,"Fiorentina","C",6,2.9342105263,11,10,NA,"",NA,"T",6.275
"572","SAU",1.8103448276,29,"Cagliari","A",6,4.5,8,9,NA,"",NA,"A",5.80882352941176
"573","SCHIATTARELLA",0.7811827957,31,"SPAL","C",6,5.1052631579,5,4,NA,"",NA,"C",6.26388888888889
"574","SCHICK",1.8446969697,22,"Roma","A",6,3.4868421053,17,17,NA,"",NA,"Pc",6
"575","SCUFFET",6.1666666667,6,"Udinese","P",3.5,0.6842105263,3,1,NA,"",NA,"Por",4.72727272727273
"576","SECULIN",NA,1,NA,"P",NA,0,1,1,NA,"",NA,"Por",2.25
"577","SENSI",2.3051470588,17,"Sassuolo","C",6,2.8421052632,6,6,NA,"",NA,"M",6.35
"578","SENSI",2.3051470588,17,"Sassuolo","C",6,2.8421052632,6,6,NA,"",NA,"C",6.35
"579","SEPE",NA,1,"Napoli","P",6,0.1578947368,6,6,NA,"",NA,"Por",5.25
"580","SILIGARDI",NA,21,NA,"A",NA,3.9845116956,7,7,NA,"",NA,"A",6.5
"581","SILVESTRE",1.0207219251,34,"Sampdoria","D",6,5.4078947368,7,7,NA,"",NA,"Dc",6
"582","SIMEONE",7.359886202,38,"Fiorentina","A",5.5,7.2105263158,26,26,NA,"BRYAN",NA,"Pc",7.19047619047619
"583","SIMIC L",2.1666666667,6,"SPAL","D",6,1.0526315789,1,2,NA,"",NA,"Dc",6.44444444444444
"584","SIMIC S",0.1944444444,9,"Crotone","D",6,1.3684210526,1,2,NA,"",NA,"Dc",5.77777777777778
"585","SIRIGU",2.6546546547,37,"Torino","P",5,5.25,11,11,NA,"",NA,"Por",5.32142857142857
"586","SKORUPSKI",NA,1,"Roma","P",6.5,0.1710526316,9,9,NA,"",NA,"Por",5.41666666666667
"587","SKRINIAR",1.6466927454,38,"Inter","D",6.25,6.5921052632,16,16,NA,"ME",8,"Dc",6.57142857142857
"588","SODDIMO",NA,10,NA,"C",NA,1.5935300604,5,5,NA,"",NA,"W",6
"589","SODDIMO",NA,10,NA,"C",NA,1.5935300604,5,5,NA,"",NA,"C",6
"590","SODDIMO",NA,10,NA,"C",NA,1.5935300604,5,5,NA,"",NA,"T",6
"591","SORIANO",NA,35,NA,"C",NA,5.4248756564,12,12,NA,"",NA,"T",6.6
"592","SORIANO",NA,35,NA,"C",NA,5.4248756564,12,12,NA,"",NA,"C",6.6
"593","SORRENTINO",4.039829303,38,"Chievo","P",5.5,4.9736842105,9,9,NA,"",NA,"Por",4.98809523809524
"594","SPINAZZOLA",0.4967320261,18,"Atalanta","D",5.5,2.8157894737,5,6,NA,"",NA,"E",5.94444444444444
"595","SPINAZZOLA",0.4967320261,18,"Atalanta","D",5.5,2.8157894737,5,6,NA,"",NA,"Ds",5.94444444444444
"596","SPOLLI",0.3833333333,21,"Genoa","D",6.5,3.4078947368,5,6,NA,"",NA,"Dc",6.02
"597","SPORTIELLO",2.7173423423,37,"Fiorentina","P",5,5,6,6,NA,"ME",1,"Por",4.96428571428571
"598","SRNA",NA,21,NA,"D",NA,3.9845116956,8,7,NA,"ME",8,"Dd",6.125
"599","SRNA",NA,21,NA,"D",NA,3.9845116956,8,7,NA,"ME",8,"E",6.125
"600","STEPINSKI",3.4269480519,22,"Chievo","A",6,3.8289473684,13,13,NA,"",NA,"Pc",6.68518518518519
"601","STIJEPOVIC",NA,1,"Sampdoria","C",6,0.1578947368,1,1,NA,"",NA,"W",6
"602","STIJEPOVIC",NA,1,"Sampdoria","C",6,0.1578947368,1,1,NA,"",NA,"A",6
"603","STRAKOSHA",2.3942034139,38,"Lazio","P",5,5.0657894737,12,12,NA,"VE",15,"Por",5.1046511627907
"604","STRINIC",0.7334558824,17,"Sampdoria","D",6,2.6973684211,4,5,NA,"",NA,"Ds",6.02941176470588
"605","STRINIC",0.7334558824,17,"Sampdoria","D",6,2.6973684211,4,5,NA,"",NA,"E",6.02941176470588
"606","STRYGER LARSEN",0.466954023,30,"Udinese","D",6,4.6710526316,6,6,NA,"",NA,"Dc",5.88571428571429
"607","STRYGER LARSEN",0.466954023,30,"Udinese","D",6,4.6710526316,6,6,NA,"",NA,"Dd",5.88571428571429
"608","STULAC",NA,10,NA,"C",NA,1.5935300604,6,5,NA,"",NA,"C",6
"609","STULAC",NA,10,NA,"C",NA,1.5935300604,6,5,NA,"",NA,"M",6
"610","SUSO",4.2470588235,35,"Milan","A",6.5,6.3552631579,20,21,NA,"BRYAN",NA,"A",6.92307692307692
"611","SUSO",4.2470588235,35,"Milan","A",6.5,6.3552631579,20,21,NA,"BRYAN",NA,"T",6.92307692307692
"612","SZCZESNY",1.2334558824,17,"Juventus","P",6,2.4736842105,18,18,NA,"ME",23,"Por",5.5
"613","TEODORCZYK",NA,35,NA,"A",NA,5.4248756564,11,12,NA,"",NA,"Pc",5.4
"614","TERRACCIANO",NA,1,NA,"P",NA,0,4,1,NA,"",NA,"Por",5
"615","THEREAU",5.1103896104,22,"Fiorentina","A",6,4.1052631579,12,13,NA,"",NA,"A",7.09090909090909
"616","TOLOI",0.6064516129,31,"Atalanta","D",6.5,5.1710526316,10,10,NA,"",NA,"Dc",6.3
"617","TOMOVIC",0.5818965517,29,"Chievo","D",5.5,4.3684210526,7,6,NA,"",NA,"Dc",5.77941176470588
"618","TOMOVIC",0.5818965517,29,"Chievo","D",5.5,4.3684210526,7,6,NA,"",NA,"Dd",5.77941176470588
"619","TONELLI",5.5625,4,"Napoli","D",5.5,0.6447368421,6,6,NA,"",NA,"Dc",6.25
"620","TRAORE' HJ",NA,1,NA,"C",NA,0,1,1,NA,"",NA,"T",6
"621","TRAORE' HJ",NA,1,NA,"C",NA,0,1,1,NA,"",NA,"C",6
"622","TROOST-EKONG",NA,1,NA,"D",NA,0,5,3,NA,"",NA,"Dc",6.2
"623","TROTTA",4.0445632799,34,"Crotone","A",6,5.8421052632,7,8,NA,"",NA,"Pc",6.52941176470588
"624","TUMMINELLO",2.8916666667,10,"Crotone","A",6,1.8815789474,7,8,NA,"",NA,"Pc",7.15
"625","UNDER",5.6384615385,26,"Roma","A",6,4.7631578947,20,21,NA,"ME",14,"A",6.83333333333333
"626","VALDIFIORI",0.2243589744,13,"Torino","C",6,1.9342105263,3,3,NA,"",NA,"C",5.6875
"627","VALOTI",3.1584615385,26,"Verona","C",5.5,4.0789473684,4,5,NA,"VE",5,"C",5.96296296296296
"628","VALOTI",3.1584615385,26,"Verona","C",5.5,4.0789473684,4,5,NA,"VE",5,"T",5.96296296296296
"629","VALZANIA",NA,1,NA,"C",NA,0,2,2,NA,"",NA,"C",6
"630","VECINO",1.9002463054,29,"Inter","C",6,4.8157894737,9,10,NA,"",NA,"C",6.24242424242424
"631","VECINO",1.9002463054,29,"Inter","C",6,4.8157894737,9,10,NA,"",NA,"M",6.24242424242424
"632","VERDI",4.7557932264,34,"Bologna","C",6,6.5526315789,17,18,NA,"ME",12,"T",7.33333333333333
"633","VERDI",4.7557932264,34,"Bologna","C",6,6.5526315789,17,18,NA,"ME",12,"A",7.33333333333333
"634","VERETOUT",5.0910714286,36,"Fiorentina","C",6.25,6.4342105263,16,17,NA,"BRYAN",15,"C",6.77631578947368
"635","VESELI",NA,1,NA,"D",NA,0,3,4,NA,"",NA,"Dc",5.83333333333333
"636","VESELI",NA,1,NA,"D",NA,0,3,4,NA,"",NA,"Ds",5.83333333333333
"637","VESELI",NA,1,NA,"D",NA,0,3,4,NA,"",NA,"Dd",5.83333333333333
"638","VICARI",0.513368984,34,"SPAL","D",5.75,5.2105263158,6,4,NA,"",NA,"Dc",5.8974358974359
"639","VIEIRA",NA,21,NA,"C",NA,3.3717878602,5,6,NA,"",NA,"M",6
"640","VIEIRA",NA,21,NA,"C",NA,3.3717878602,5,6,NA,"",NA,"C",6
"641","VITALE",0,2,"SPAL","C",6,0.3157894737,1,1,NA,"",NA,"C",6
"642","VITOR HUGO",1.5160818713,19,"Fiorentina","D",6,3.0526315789,7,6,NA,"",NA,"Dc",6.1304347826087
"643","VIVIANI",1.3645320197,29,"SPAL","C",6,4.8157894737,8,9,NA,"",NA,"M",6.31034482758621
"644","VIVIANI",1.3645320197,29,"SPAL","C",6,4.8157894737,8,9,NA,"",NA,"C",6.31034482758621
"645","VIZEU",NA,30,NA,"A",NA,4.7231839663,8,9,NA,"",NA,"Pc",6
"646","VRSALJKO",NA,36,NA,"D",NA,5.7742571478,13,14,NA,"",NA,"Dd",6
"647","VRSALJKO",NA,36,NA,"D",NA,5.7742571478,13,14,NA,"",NA,"E",6
"648","WAGUE",NA,1,"Udinese","D",5,0.1315789474,1,1,NA,"",NA,"Dc",5
"649","WALLACE",0.4423076923,13,"Lazio","D",6,1.9605263158,5,5,NA,"",NA,"Dc",5.79411764705882
"650","ZAJC",NA,31,NA,"C",NA,4.4001562034,9,8,NA,"",NA,"T",6
"651","ZAMPANO",2.075,6,"Udinese","D",5.75,0.9868421053,6,5,NA,"",NA,"Dd",5.90909090909091
"652","ZAMPANO",2.075,6,"Udinese","D",5.75,0.9868421053,6,5,NA,"",NA,"E",5.90909090909091
"653","ZAMPANO",2.075,6,"Udinese","D",5.75,0.9868421053,6,5,NA,"",NA,"Ds",5.90909090909091
"654","ZAPATA C",0.6742424242,12,"Milan","D",6.25,1.9210526316,3,4,NA,"",NA,"Dc",6.08333333333333
"655","ZAPATA D",4.7161290323,31,"Sampdoria","A",6.5,6.0131578947,25,26,NA,"ME",10,"Pc",7.23611111111111
"656","ZAZA",NA,35,NA,"A",NA,6.764737624,21,22,NA,"",NA,"Pc",5.33333333333333
"657","ZIELINSKI",1.935515873,36,"Napoli","C",6,6.1447368421,16,14,NA,"GATTI",32,"C",6.60975609756098
"658","ZIELINSKI",1.935515873,36,"Napoli","C",6,6.1447368421,16,14,NA,"GATTI",32,"T",6.60975609756098
"659","ZUKANOVIC",0.4166666667,31,"Genoa","D",6,4.8947368421,5,5,NA,"",NA,"Dc",5.94117647058824
"660","ZUKANOVIC",0.4166666667,31,"Genoa","D",6,4.8947368421,5,5,NA,"",NA,"Ds",5.94117647058824
