"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation","Delta"
"779","C","CRISTANTE","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.9868421053"
"22","C","DE ROON","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.48684210530000005"
"26","A","GOMEZ A","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","-1.0657894736999998"
"2167","A","ORSOLINI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","3.5"
"383","A","PETAGNA","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.0657894736999998"
"21","C","D'ALESSANDRO","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","2.2894736842"
"2243","C","CICIRETTI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","4.434210526299999"
"202","C","CHIBSAH","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","3.0657894736999998"
"333","C","CATALDI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","1.1052631578999996"
"1982","A","PARIGINI","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","1.8289473684000002"
"41","P","MIRANTE","5.5","0","2","0","0","0","0","0","0","0","0","0","0","13","3.5","-0.6710526316000003"
"50","D","MBAYE","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","1.6052631579"
"419","D","GONZALEZ G","5.5","0","0","0","0","0","0","1","0","0","0","0","0","13","5.5","2.25"
"615","D","HELANDER","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","2.0263157895"
"669","C","DONSAH","7","1","0","0","0","0","0","0","0","0","0","1","0","13","10","5.3684210526"
"374","C","POLI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.8684210525999996"
"644","C","PULGAR","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.8684210525999996"
"376","C","VERDI","7","0","0","0","0","0","0","0","0","2","0","0","0","13","9","2.4473684211"
"2100","A","OKWONKWO","7","1","0","0","0","0","0","0","0","0","0","0","0","13","10","8.1710526316"
"280","A","PALACIO","6.5","0","0","0","0","0","0","0","0","1","0","0","0","13","7.5","2.6315789474000004"
"472","A","DESTRO","6.5","1","0","0","0","0","0","0","0","0","0","0","0","13","9.5","5.0"
"611","P","RAFAEL","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","5.1842105263"
"2279","D","ROMAGNA","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2.4736842105"
"301","D","PADOIN","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","0.8421052631999997"
"1866","D","CEPPITELLI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","2.0394736842"
"251","D","ANDREOLLI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2.5526315789"
"1870","C","BARELLA","7","0","0","0","0","0","0","0","0","1","0","0","0","13","8","2.0131578947"
"20","C","CIGARINI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.9210526316000003"
"2116","C","FARAGO'","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","5.0921052632"
"1872","C","DESSENA","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","3.4078947368"
"1874","C","JOAO PEDRO","6.5","1","0","0","0","0","0","0","0","0","0","1","0","13","9.5","5.7631578947"
"627","C","IONITA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","0.01315789469999995"
"1879","A","FARIAS","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.6447368421000004"
"247","A","PAVOLETTI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.0"
"413","P","SORRENTINO","7.5","0","1","1","0","0","0","0","0","0","0","0","0","13","9.5","4.5263157895"
"169","D","TOMOVIC","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","1.1315789474000004"
"105","D","GOBBI","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","1.3947368421"
"100","D","CESAR","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","4.5394736842"
"99","D","CACCIATORE","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.7631578947"
"112","C","CASTRO","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.7105263158000001"
"111","C","BIRSA","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.1973684211000002"
"115","C","HETEMAJ","7","1","0","0","0","0","0","0","0","0","0","0","0","13","10","4.6842105263"
"118","C","RADOVANOVIC","5.5","0","0","0","0","0","0","0","1","0","0","0","0","13","5.5","0.02631578949999991"
"156","A","PUCCIARELLI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2.5921052632"
"2327","A","STEPINSKI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","1.6710526315999998"
"124","A","MEGGIORINI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","3.8157894737"
"123","A","INGLESE","5.5","0","0","0","0","0","0","1","0","0","0","0","0","13","5.5","-0.6842105263000002"
"1891","D","CECCHERINI","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","-0.75"
"362","D","SIMIC S","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","4.1315789473999995"
"1933","C","MANDRAGORA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.23684210530000005"
"789","A","TROTTA","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","-0.8421052631999997"
"4","P","SPORTIELLO","6.5","0","1","0","0","0","0","0","0","0","0","0","0","13","5.5","0.5"
"2309","D","PEZZELLA GER","5.5","0","0","0","0","0","0","1","0","0","0","0","0","13","5.5","0.02631578949999991"
"2087","D","OLIVERA M","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","3.9736842105"
"557","C","BENASSI","6","0","0","0","0","0","0","1","0","0","0","0","0","13","6","0.15789473680000032"
"2002","C","CHIESA","7","1","0","0","0","0","0","0","0","0","0","0","1","13","10","3.4868421053"
"150","C","SAPONARA","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","3.0657894737"
"2215","C","VERETOUT","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.9342105263000002"
"2061","A","SIMEONE","6.5","0","0","0","0","0","0","0","0","1","0","0","0","13","7.5","0.28947368419999986"
"183","A","BABACAR","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.4605263158000001"
"218","P","PERIN","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.0"
"78","D","SPOLLI","7","0","0","0","0","0","0","1","0","0","0","0","0","13","7","3.5921052632"
"226","D","IZZO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","3.9210526316"
"493","D","ZUKANOVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.1052631578999996"
"366","C","BERTOLACCI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.8552631578999996"
"438","C","RIGONI L","7","1","0","0","0","0","0","1","0","0","0","1","0","13","10","6.2236842105"
"235","C","LAXALT","6.5","0","0","0","0","0","0","0","0","1","0","0","0","13","7.5","2.1710526316000003"
"245","A","PANDEV","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.0263157895"
"250","P","HANDANOVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.5"
"253","D","D'AMBROSIO","7","0","0","0","0","0","0","0","0","1","0","0","0","13","8","2.4605263158"
"257","D","MIRANDA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.5789473683999997"
"798","D","SKRINIAR","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","-0.09210526319999968"
"262","D","SANTON","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","3.7894736842"
"181","C","VECINO","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.1842105263000002"
"704","C","PERISIC","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-0.9736842105000001"
"801","C","GAGLIARDINI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.4473684211000002"
"2078","C","JOAO MARIO","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","3.7631578947"
"332","C","CANDREVA","6.5","0","0","0","0","0","0","0","0","0","1","0","0","13","6.5","0.5657894736999998"
"172","C","BORJA VALERO","7","0","0","0","0","0","0","0","0","0","0","0","0","13","7","1.2236842105"
"265","C","BROZOVIC","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","0.0"
"277","A","ICARDI","7.5","2","0","0","0","0","0","0","0","0","0","1","0","13","13.5","5.5789473684"
"453","P","SZCZESNY","5.5","0","3","0","0","0","0","0","0","0","0","0","0","13","2.5","0.02631578949999991"
"294","D","RUGANI","6.5","0","0","0","0","0","0","1","0","0","0","0","0","13","6.5","2.7631578947"
"288","D","CHIELLINI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","1.2368421053"
"295","D","ASAMOAH","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","1.9473684211000002"
"184","C","BERNARDESCHI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","13","5.5","1.4342105263000002"
"697","C","CUADRADO","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","1.0263157895"
"2200","C","DOUGLAS COSTA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","0.6052631578999996"
"299","C","KHEDIRA","4.5","0","0","0","0","0","0","1","0","0","0","0","0","13","4.5","-0.48684210530000005"
"2306","C","MATUIDI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.6052631578999996"
"469","C","PJANIC","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","-0.7368421053"
"312","A","MANDZUKIC","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","-0.3947368421000004"
"309","A","DYBALA","6.5","1","0","0","0","0","0","0","0","0","0","0","0","13","9.5","2.2368421053"
"408","A","HIGUAIN","6","0","0","0","0","1","0","0","0","0","0","0","0","13","9","2.0657894736999998"
"1934","P","STRAKOSHA","6.5","0","2","0","0","0","0","0","0","0","0","0","0","13","4.5","-0.5657894736999998"
"329","D","RADU","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.1973684211000002"
"1999","D","LUKAKU J","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.5526315788999998"
"327","D","PATRIC","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","4.2631578947"
"2062","D","BASTOS","4.5","0","0","0","0","0","0","0","0","0","0","0","0","13","4.5","0.8815789474"
"322","D","DE VRIJ","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-0.4210526316000003"
"342","C","PAROLO","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.6315789474000004"
"2188","C","MARUSIC","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.5789473683999997"
"645","C","MILINKOVIC-SAVIC","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","-2.0"
"338","C","LULIC","5.5","0","0","0","0","0","0","1","0","0","0","0","0","13","5.5","-0.3552631578999996"
"2209","C","LUCAS LEIVA","6","0","0","0","0","0","0","1","0","0","0","0","0","13","6","-0.17105263160000028"
"2085","C","LUIS ALBERTO","5","0","0","0","0","0","0","1","0","0","0","0","0","13","5","-1.7236842105"
"785","A","IMMOBILE","5.5","0","0","0","0","1","0","0","0","0","0","0","0","13","8.5","0.4473684211000002"
"350","P","DONNARUMMA G","6.5","0","2","0","0","0","0","0","0","0","0","0","0","13","4.5","-0.48684210530000005"
"286","D","BONUCCI","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","-0.5263157894999999"
"353","D","ABATE","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","3.3421052632"
"2168","D","MUSACCHIO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","3.3026315789"
"460","D","ROMAGNOLI A","6","1","0","0","0","0","0","0","0","0","0","0","0","13","9","4.3947368421"
"375","C","SUSO","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-0.3552631578999996"
"372","C","MONTOLIVO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","2.6447368421"
"827","C","LOCATELLI M","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2.7105263158"
"1850","C","KESSIE'","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.6315789474000004"
"331","C","BIGLIA","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.5921052631999997"
"367","C","BONAVENTURA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.43421052630000023"
"2187","A","BORINI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","13","5.5","0.8421052631999997"
"387","P","REINA","5.5","0","1","0","0","0","0","0","0","0","0","0","0","13","4.5","-0.6578947368000003"
"392","D","KOULIBALY","7","0","0","0","0","0","0","0","0","0","0","0","0","13","7","0.8026315788999998"
"142","D","MARIO RUI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","2.3289473683999997"
"388","D","ALBIOL","6.5","0","0","0","0","0","0","1","0","0","0","0","0","13","6.5","1.1447368421000004"
"140","D","HYSAJ","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.0"
"402","C","HAMSIK","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-0.6052631578999996"
"397","C","ALLAN","6","0","0","0","0","0","0","1","0","0","0","0","0","13","6","-0.75"
"2076","C","ROG","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.5263157895"
"152","C","ZIELINSKI","7","1","0","0","0","0","0","0","0","0","0","1","0","13","10","3.8552631578999996"
"410","A","MERTENS","7","0","0","0","0","0","0","0","0","1","0","0","0","13","8","0.2763157894999999"
"406","A","CALLEJON","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-1.6184210525999996"
"409","A","INSIGNE","7","1","0","0","0","0","0","0","0","0","0","0","0","13","10","2.9342105263000002"
"2016","D","FAZIO","6.5","0","0","0","0","0","0","1","0","0","0","0","0","13","6.5","0.8289473683999997"
"256","D","JUAN JESUS","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2.6710526316"
"2214","D","KOLAROV","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","0.3947368421000004"
"459","D","MANOLAS","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","0.75"
"467","C","NAINGGOLAN","7.5","1","0","0","0","0","0","1","0","0","0","1","0","13","10.5","4.8684210526"
"237","C","PEROTTI","7","0","0","0","0","1","0","0","0","1","0","0","0","13","11","6.6052631579"
"464","C","FLORENZI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","0.31578947369999977"
"463","C","DE ROSSI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","2.9736842105"
"1967","C","GERSON","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2.0789473684"
"647","A","DZEKO","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-1.25"
"795","A","EL SHAARAWY","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.17105263160000028"
"1895","D","FERRARI G","7","1","0","0","0","0","0","1","0","0","0","1","0","13","10","5.3552631579"
"2104","D","BERESZYNSKI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.7894736841999999"
"395","D","STRINIC","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","3.3026315789"
"492","D","SILVESTRE","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.0921052631999997"
"2065","C","PRAET","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","0.25"
"2287","C","RAMIREZ","6.5","0","0","0","0","0","0","1","0","1","0","0","0","13","7.5","1.3289473683999997"
"2008","C","LINETTY","6.5","0","0","0","0","0","0","1","0","0","0","0","0","13","6.5","1.5789473683999997"
"608","A","ZAPATA D","7.5","1","0","0","0","0","0","0","0","0","0","0","0","13","10.5","4.4868421053"
"1958","A","CAPRARI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.3421052631999997"
"568","A","QUAGLIARELLA","7","0","0","0","0","0","0","1","0","1","0","0","0","13","8","0.6973684211000002"
"509","P","CONSIGLI","6.5","0","1","0","0","0","0","0","0","0","0","0","0","13","5.5","0.8684210525999996"
"513","D","ACERBI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.06578947369999977"
"519","D","GAZZOLA","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","4.6315789473999995"
"521","D","PELUSO","7","1","0","0","0","0","0","0","0","0","0","1","0","13","10","5.2236842105"
"1978","C","SENSI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","2.6578947368"
"528","C","MAGNANELLI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","13","5.5","0.6447368421000004"
"529","C","MISSIROLI","6","0","0","0","0","0","0","0","0","1","0","0","0","13","7","1.3815789474000004"
"531","A","BERARDI","5.5","0","0","0","1","0","0","0","0","0","1","0","0","13","2.5","-2.1973684211"
"532","A","FALCINELLI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","1.0394736841999999"
"380","A","MATRI","6.5","1","0","0","0","0","0","0","0","0","0","0","0","13","9.5","5.8684210526000005"
"536","A","POLITANO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","-0.05263157889999981"
"540","P","GOMIS A","6.5","0","1","0","0","0","0","0","0","0","0","0","0","13","5.5","2.3684210526"
"708","D","FELIPE","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.8552631578999996"
"106","D","MATTIELLO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","1.1052631578999996"
"491","D","SALAMON","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","3.1842105263"
"2261","D","VICARI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.7894736841999999"
"631","C","VIVIANI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","13","5.5","0.6842105263000002"
"2265","C","SCHIATTARELLA","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.8947368421000004"
"2263","C","LAZZARI M","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","0.5"
"27","C","GRASSI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","1.7631578947"
"533","A","FLOCCARI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","2.1315789474"
"126","A","PALOSCHI","7","1","0","0","0","0","0","0","0","0","0","0","0","13","10","4.0131578947"
"2179","P","SIRIGU","6","0","1","0","0","0","0","0","0","0","0","0","0","13","5","-0.25"
"2288","D","N'KOULOU","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-0.06578947369999977"
"706","D","ANSALDI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","13","6.5","2.3026315789"
"487","D","DE SILVESTRI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.5131578947"
"2205","C","BERENGUER","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","1.9342105262999998"
"556","C","BASELLI","7","1","0","0","0","0","0","0","0","0","0","0","1","13","10","4.7631578947"
"560","C","OBI","6.5","0","0","0","0","0","0","0","0","1","0","0","0","13","7.5","3.5263157895"
"405","C","VALDIFIORI","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","4.0657894737"
"238","C","RINCON","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","0.3289473683999997"
"441","A","BELOTTI","4.5","0","0","0","1","0","0","0","0","0","0","0","0","13","1.5","-4.2105263158"
"475","A","IAGO FALQUE","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-1.1184210525999996"
"578","D","DANILO","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","0.06578947369999977"
"790","D","SAMIR","4.5","0","0","0","0","0","0","0","0","0","0","0","0","13","4.5","-0.1973684211000002"
"1996","C","DE PAUL","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.7763157894999999"
"1986","C","FOFANA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","1.25"
"1987","C","JANKTO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.5921052631999997"
"813","C","BALIC","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","1.8552631579"
"2172","C","BARAK","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-0.05263157889999981"
"605","A","PERICA","5","0","0","0","0","0","0","0","0","0","0","0","0","13","5","1.6710526315999998"
"90","A","LASAGNA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","13","5.5","-0.1973684211000002"
"2271","P","NICOLAS","6","0","3","0","0","0","0","0","0","0","0","0","0","13","3","-1.0131578947"
"621","D","ROMULO","6","0","0","0","0","0","0","0","0","0","0","0","0","13","6","-0.1973684211000002"
"287","D","CACERES","6","1","0","0","0","0","0","0","0","0","0","0","0","13","9","5.5789473684"
"633","A","FARES","5.5","0","0","0","0","0","0","1","0","1","0","0","0","13","6.5","2.2368421053"
"1847","D","CALDARA","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","1.9605263158000001"
"2197","D","CASTAGNE","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","2.8289473684"
"2130","D","HATEBOER","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","0.28947368419999986"
"15","D","MASIELLO A","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","1.0789473683999997"
"2181","D","PALOMINO","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","1.7894736841999999"
"695","D","TOLOI","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","0.8289473683999997"
"177","C","ILICIC","6.5","0","0","0","0","0","0","0","0","1","0","0","0","14","7.5","1.1447368421000004"
"788","C","FREULER","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","-0.13157894740000042"
"779","C","CRISTANTE","7","1","0","0","0","0","0","0","0","0","0","1","0","14","10","3.5131578947"
"22","C","DE ROON","5.5","0","0","0","0","0","0","1","0","0","0","0","0","14","5.5","-0.01315789469999995"
"26","A","GOMEZ A","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","0.43421052630000023"
"383","A","PETAGNA","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","1.0657894736999998"
"787","D","DJIMSITI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","2.1052631578999996"
"21","C","D'ALESSANDRO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","3.7894736842"
"202","C","CHIBSAH","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","3.5657894736999998"
"333","C","CATALDI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","1.1052631578999996"
"2040","A","LOMBARDI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","2.8947368421"
"41","P","MIRANTE","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","2.3289473683999997"
"50","D","MBAYE","7.5","1","0","0","0","0","0","0","0","0","0","0","0","14","10.5","6.6052631579"
"48","D","MAIETTA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","5.3421052632"
"224","D","DE MAIO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","2.3684210525999996"
"669","C","DONSAH","7","0","0","0","0","0","0","0","0","1","0","0","0","14","8","3.3684210525999996"
"376","C","VERDI","7.5","1","0","0","0","0","0","0","0","0","1","1","0","14","10.5","3.9473684211"
"374","C","POLI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","1.3684210525999996"
"644","C","PULGAR","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","1.3684210525999996"
"280","A","PALACIO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","1.6315789474000004"
"2100","A","OKWONKWO","7","1","0","0","0","0","0","0","0","0","0","0","0","14","10","8.1710526316"
"472","A","DESTRO","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","1.5"
"611","P","RAFAEL","5.5","0","3","0","0","0","0","0","0","0","0","0","0","14","2.5","1.1842105263"
"2279","D","ROMAGNA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","2.9736842105"
"301","D","PADOIN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","-0.15789473680000032"
"1866","D","CEPPITELLI","5","0","0","0","0","0","0","1","0","0","0","0","0","14","5","0.5394736841999999"
"251","D","ANDREOLLI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","2.0526315789"
"1870","C","BARELLA","7","0","0","0","0","0","0","0","0","0","0","0","0","14","7","1.0131578947"
"20","C","CIGARINI","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","1.9210526316000003"
"1874","C","JOAO PEDRO","5","0","0","0","0","0","0","0","0","0","0","0","0","14","5","1.2631578947"
"627","C","IONITA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","0.01315789469999995"
"247","A","PAVOLETTI","6.5","1","0","0","0","0","0","0","0","0","0","0","0","14","9.5","3.5"
"1879","A","FARIAS","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","1.1447368421000004"
"413","P","SORRENTINO","7.5","0","1","0","0","0","0","0","0","0","0","0","0","14","6.5","1.5263157895"
"169","D","TOMOVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","1.6315789474000004"
"105","D","GOBBI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","1.8947368421"
"2141","D","DEPAOLI","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","3.1052631579"
"100","D","CESAR","5","0","0","0","0","0","1","0","0","0","0","0","0","14","5","3.5394736842"
"99","D","CACCIATORE","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","0.7631578947"
"111","C","BIRSA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","0.6973684211000002"
"115","C","HETEMAJ","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","0.6842105263000002"
"119","C","RIGONI N","5","0","0","0","0","0","0","0","0","0","0","0","0","14","5","2.8289473684"
"127","A","PELLISSIER","7","0","0","0","0","0","0","0","0","1","0","0","0","14","8","4.9736842105"
"124","A","MEGGIORINI","5","0","0","0","0","0","0","0","0","0","0","0","0","14","5","2.8157894737"
"123","A","INGLESE","7.5","2","0","0","0","0","0","0","0","0","0","1","0","14","13.5","7.3157894737"
"1891","D","CECCHERINI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","-0.25"
"1933","C","MANDRAGORA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","-0.23684210530000005"
"789","A","TROTTA","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","0.15789473680000032"
"4","P","SPORTIELLO","6.5","0","1","0","0","0","0","0","0","0","0","0","0","14","5.5","0.5"
"2309","D","PEZZELLA GER","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","0.5263157894999999"
"141","D","LAURINI","6","0","0","0","0","0","0","1","0","0","0","0","0","14","6","2.6052631579"
"252","D","BIRAGHI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","14","5.5","0.2236842105000001"
"2165","D","VITOR HUGO","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","2.9473684211"
"2002","C","CHIESA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","14","6.5","-0.01315789469999995"
"557","C","BENASSI","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","0.15789473680000032"
"170","C","BADELJ","6","0","0","0","0","0","0","0","0","0","0","0","0","14","6","1.6052631578999996"
