"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation","Year"
2078,"C","JOAO MARIO",6.5,0,0,0,0,0,0,0,0,0,1,0,0,6,6.5,"2017-18"
172,"C","BORJA VALERO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
265,"C","BROZOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
332,"C","CANDREVA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
181,"C","VECINO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
277,"A","ICARDI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
506,"A","EDER",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2325,"A","KARAMOH",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
782,"ALL","SPALLETTI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
282,"P","BUFFON",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
288,"D","CHIELLINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
1931,"D","BENATIA",6,0,0,0,0,0,0,1,0,0,0,0,0,6,6,"2017-18"
662,"D","ALEX SANDRO",7,1,0,0,0,0,0,0,0,0,0,0,0,6,10,"2017-18"
292,"D","LICHTSTEINER",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
2306,"C","MATUIDI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
469,"C","PJANIC",7.5,1,0,0,0,0,0,0,0,1,1,0,0,6,11.5,"2017-18"
2166,"C","BENTANCUR",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
184,"C","BERNARDESCHI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2200,"C","DOUGLAS COSTA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
697,"C","CUADRADO",6.5,0,0,0,0,0,0,0,0,1,0,0,0,6,7.5,"2017-18"
309,"A","DYBALA",7.5,2,0,0,0,0,0,0,0,0,0,1,0,6,13.5,"2017-18"
408,"A","HIGUAIN",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
312,"A","MANDZUKIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
686,"ALL","ALLEGRI",7.5,0,0,0,0,0,0,0,0,0,0,0,0,6,7.5,"2017-18"
1934,"P","STRAKOSHA",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,"2017-18"
329,"D","RADU",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
327,"D","PATRIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2335,"D","LUIZ FELIPE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
1999,"D","LUKAKU J",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
338,"C","LULIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2209,"C","LUCAS LEIVA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
2085,"C","LUIS ALBERTO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
2188,"C","MARUSIC",7.5,1,0,0,0,0,0,1,0,0,0,0,0,6,10.5,"2017-18"
2003,"C","MURGIA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
342,"C","PAROLO",6,0,0,0,0,0,0,1,0,0,0,0,0,6,6,"2017-18"
1873,"C","DI GENNARO D",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
785,"A","IMMOBILE",8,1,0,0,0,1,0,0,0,1,0,1,0,6,15,"2017-18"
2284,"A","CAICEDO",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
826,"ALL","INZAGHI S",7.5,0,0,0,0,0,0,0,0,0,0,0,0,6,7.5,"2017-18"
350,"P","DONNARUMMA G",6,0,2,0,0,0,0,1,0,0,0,0,0,6,4,"2017-18"
286,"D","BONUCCI",5,0,0,0,0,0,0,1,0,0,0,0,0,6,5,"2017-18"
353,"D","ABATE",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
2169,"D","RODRIGUEZ R",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
460,"D","ROMAGNOLI A",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
365,"D","ZAPATA C",4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,"2017-18"
375,"C","SUSO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
1850,"C","KESSIE'",4.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,"2017-18"
331,"C","BIGLIA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
367,"C","BONAVENTURA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
2194,"C","CALHANOGLU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
2187,"A","BORINI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2155,"A","CUTRONE",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
652,"A","KALINIC",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
763,"ALL","MONTELLA",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
387,"P","REINA",5,0,2,0,0,0,0,0,0,0,0,0,0,6,3,"2017-18"
392,"D","KOULIBALY",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
550,"D","MAKSIMOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
140,"D","HYSAJ",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
390,"D","GHOULAM",7.5,1,0,0,0,0,0,0,0,1,0,1,0,6,11.5,"2017-18"
402,"C","HAMSIK",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
58,"C","DIAWARA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
397,"C","ALLAN",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2076,"C","ROG",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
152,"C","ZIELINSKI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2012,"A","MILIK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
410,"A","MERTENS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
406,"A","CALLEJON",7,1,0,0,0,0,0,0,0,1,0,0,0,6,11,"2017-18"
409,"A","INSIGNE",7,1,0,0,0,0,0,1,0,0,0,0,0,6,10,"2017-18"
688,"ALL","SARRI",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,"2017-18"
1964,"P","ALISSON",6,0,1,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
546,"D","BRUNO PERES",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2176,"D","HECTOR MORENO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
2016,"D","FAZIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
459,"D","MANOLAS",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2214,"D","KOLAROV",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
467,"C","NAINGGOLAN",6.5,0,0,0,0,0,0,0,0,1,0,0,0,6,7.5,"2017-18"
470,"C","STROOTMAN",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,"2017-18"
237,"C","PEROTTI",6.5,0,0,0,1,0,0,0,0,0,0,0,0,6,3.5,"2017-18"
463,"C","DE ROSSI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
464,"C","FLORENZI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
643,"A","DEFREL",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
795,"A","EL SHAARAWY",7.5,2,0,0,0,0,0,0,0,0,0,1,0,6,13.5,"2017-18"
647,"A","DZEKO",7.5,1,0,0,0,0,0,0,0,1,0,0,0,6,11.5,"2017-18"
691,"ALL","DI FRANCESCO",7.5,0,0,0,0,0,0,0,0,0,0,0,0,6,7.5,"2017-18"
483,"P","PUGGIONI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
395,"D","STRINIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
492,"D","SILVESTRE",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,"2017-18"
1895,"D","FERRARI G",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,"2017-18"
2104,"D","BERESZYNSKI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
494,"C","BARRETO E",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
775,"C","ALVAREZ R",7,1,0,0,0,0,0,0,0,0,0,0,0,6,10,"2017-18"
173,"C","CAPEZZI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
1972,"C","TORREIRA",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7,"2017-18"
2065,"C","PRAET",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
2287,"C","RAMIREZ",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
600,"C","VERRE",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
608,"A","ZAPATA D",7,1,0,0,0,0,0,0,0,0,0,1,0,6,10,"2017-18"
568,"A","QUAGLIARELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
681,"ALL","GIAMPAOLO",7.5,0,0,0,0,0,0,0,0,0,0,0,0,6,7.5,"2017-18"
509,"P","CONSIGLI",6.5,0,1,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
516,"D","CANNAVARO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
513,"D","ACERBI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
824,"D","ADJAPONG",5.5,0,0,0,0,0,0,1,0,0,0,0,0,6,5.5,"2017-18"
2015,"D","LETSCHERT",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2006,"D","LIROLA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
528,"C","MAGNANELLI",5,0,0,0,0,0,0,0,1,0,0,0,0,6,5,"2017-18"
529,"C","MISSIROLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
1978,"C","SENSI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
524,"C","BIONDINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
526,"C","DUNCAN",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
532,"A","FALCINELLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
531,"A","BERARDI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
380,"A","MATRI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
2254,"ALL","BUCCHI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
540,"P","GOMIS A",6,0,3,0,0,0,0,0,0,0,0,0,0,6,3,"2017-18"
708,"D","FELIPE",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
817,"D","COSTA F",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
491,"D","SALAMON",6,0,0,0,0,0,0,1,0,0,0,0,0,6,6,"2017-18"
2212,"D","VAISANEN",4.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,"2017-18"
2261,"D","VICARI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
631,"C","VIVIANI",6.5,1,0,0,0,0,0,1,0,0,0,0,0,6,9.5,"2017-18"
2265,"C","SCHIATTARELLA",6.5,1,0,0,0,0,0,1,0,0,0,0,0,6,9.5,"2017-18"
60,"C","RIZZO",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2263,"C","LAZZARI M",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
2264,"C","MORA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
126,"A","PALOSCHI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
722,"A","BORRIELLO",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
2267,"A","ANTENUCCI",6.5,0,0,0,0,0,0,0,0,1,0,0,0,6,7.5,"2017-18"
2269,"ALL","SEMPLICI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2179,"P","SIRIGU",7,0,4,0,0,0,0,0,0,0,0,0,0,6,3,"2017-18"
2288,"D","N'KOULOU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
2171,"D","LYANCO",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
706,"D","ANSALDI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
487,"D","DE SILVESTRI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
2057,"C","GUSTAFSON",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
555,"C","ACQUAH",5.5,0,0,0,0,0,0,1,0,0,0,0,0,6,5.5,"2017-18"
556,"C","BASELLI",4,0,0,0,0,0,0,0,1,0,0,0,0,6,4,"2017-18"
238,"C","RINCON",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
478,"A","LJAJIC",5,0,0,0,0,0,0,1,0,0,0,0,0,6,5,"2017-18"
382,"A","NIANG",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
441,"A","BELOTTI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
1981,"A","BOYE'",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
475,"A","IAGO FALQUE",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
687,"ALL","MIHAJLOVIC",4.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,"2017-18"
95,"P","BIZZARRI",6,0,3,0,0,0,0,0,0,0,0,0,0,6,3,"2017-18"
1984,"D","ANGELLA",4.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,"2017-18"
2280,"D","NUYTINCK",6,0,0,0,0,0,0,0,0,1,0,0,0,6,7,"2017-18"
770,"D","PEZZELLA GIU",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
790,"D","SAMIR",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
2315,"D","STRYGER LARSEN",5,1,0,0,0,0,0,0,0,0,0,0,0,6,8,"2017-18"
2172,"C","BARAK",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
2302,"C","BEHRAMI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
1987,"C","JANKTO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5,"2017-18"
1986,"C","FOFANA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
1996,"C","DE PAUL",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2283,"A","BAJIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
566,"A","MAXI LOPEZ",5,0,0,0,0,0,0,1,0,0,0,0,0,6,5,"2017-18"
90,"A","LASAGNA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
766,"ALL","DELNERI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
2271,"P","NICOLAS",5.5,0,3,0,0,0,0,0,0,0,0,0,0,6,2.5,"2017-18"
622,"D","SOUPRAYEN",4.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,"2017-18"
621,"D","ROMULO",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
583,"D","HEURTAUX",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
2336,"D","BEARZOTTI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2273,"D","CARACCIOLO A",4.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,"2017-18"
1992,"C","FOSSATI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,6,5.5,"2017-18"
2199,"C","ZUCULINI B",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
632,"C","ZACCAGNI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5,"2017-18"
2274,"C","VALOTI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
378,"A","CERCI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"2017-18"
636,"A","PAZZINI",4.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,"2017-18"
2097,"A","KEAN",5.5,0,0,0,0,0,0,1,0,0,0,0,0,6,5.5,"2017-18"
2324,"A","LEE",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"2017-18"
2282,"ALL","PECCHIA",4.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4.5,"2017-18"
316,"P","BERISHA",6.5,0,2,1,0,0,0,0,0,0,0,0,0,7,7.5,"2017-18"
1847,"D","CALDARA",7,1,0,0,0,0,0,0,0,0,0,0,0,7,10,"2017-18"
2130,"D","HATEBOER",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
15,"D","MASIELLO A",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
2181,"D","PALOMINO",6.5,0,0,0,0,0,0,1,0,0,0,0,0,7,6.5,"2017-18"
1852,"C","SPINAZZOLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
28,"C","KURTIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
177,"C","ILICIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
788,"C","FREULER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
779,"C","CRISTANTE",7,1,0,0,0,0,0,0,0,0,0,0,1,7,10,"2017-18"
22,"C","DE ROON",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
2163,"A","CORNELIUS",5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,"2017-18"
26,"A","GOMEZ A",7,0,0,0,0,0,0,1,0,1,0,0,0,7,8,"2017-18"
383,"A","PETAGNA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,7,6.5,"2017-18"
684,"ALL","GASPERINI",7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,"2017-18"
720,"P","BELEC",6.5,0,2,0,0,0,0,0,0,0,0,0,0,7,4.5,"2017-18"
787,"D","DJIMSITI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
138,"D","COSTA",5,0,0,0,0,0,0,1,0,0,0,0,0,7,5,"2017-18"
420,"D","LAZAAR",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
74,"D","LETIZIA",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
2174,"D","VENUTI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
440,"C","VIOLA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
1955,"C","MEMUSHAJ",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
21,"C","D'ALESSANDRO",7,1,0,0,0,0,0,0,0,0,0,0,0,7,10,"2017-18"
333,"C","CATALDI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
202,"C","CHIBSAH",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
2086,"A","IEMMELLO",6,0,0,0,0,0,0,0,0,1,0,0,0,7,7,"2017-18"
2040,"A","LOMBARDI",6,0,0,0,0,0,0,1,0,0,0,0,0,7,6,"2017-18"
1982,"A","PARIGINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
2248,"ALL","BARONI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
41,"P","MIRANTE",7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,"2017-18"
50,"D","MBAYE",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
663,"D","KRAFTH",6,0,0,0,0,0,0,1,0,0,0,0,0,7,6,"2017-18"
461,"D","TOROSIDIS",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
419,"D","GONZALEZ G",7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,"2017-18"
615,"D","HELANDER",6.5,0,0,0,0,0,0,1,0,0,0,0,0,7,6.5,"2017-18"
224,"D","DE MAIO",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
669,"C","DONSAH",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
374,"C","POLI",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
644,"C","PULGAR",6.5,0,0,0,0,0,0,0,0,1,0,0,0,7,7.5,"2017-18"
376,"C","VERDI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
2114,"A","PETKOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
280,"A","PALACIO",7,1,0,0,0,0,0,0,0,0,0,1,0,7,10,"2017-18"
472,"A","DESTRO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
760,"ALL","DONADONI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
2178,"P","CRAGNO",6.5,0,3,0,0,0,0,0,0,0,0,0,0,7,3.5,"2017-18"
1865,"D","CAPUANO",5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,"2017-18"
251,"D","ANDREOLLI",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
2279,"D","ROMAGNA",4.5,0,0,0,0,0,0,0,0,0,0,0,0,7,4.5,"2017-18"
301,"D","PADOIN",4.5,0,0,0,0,0,0,0,0,0,0,0,0,7,4.5,"2017-18"
1874,"C","JOAO PEDRO",5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,"2017-18"
627,"C","IONITA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
1870,"C","BARELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
20,"C","CIGARINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
1871,"C","DEIOLA",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
1872,"C","DESSENA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
1879,"A","FARIAS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
1882,"A","SAU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
247,"A","PAVOLETTI",5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,"2017-18"
1883,"ALL","RASTELLI",4.5,0,0,0,0,0,0,0,0,0,0,0,0,7,4.5,"2017-18"
413,"P","SORRENTINO",6.5,0,1,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
2141,"D","DEPAOLI",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
101,"D","DAINELLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
104,"D","GAMBERINI",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
100,"D","CESAR",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
99,"D","CACCIATORE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
169,"D","TOMOVIC",5,0,0,0,0,0,0,1,0,0,0,0,0,7,5,"2017-18"
111,"C","BIRSA",6.5,0,0,0,0,0,0,0,0,1,0,0,0,7,7.5,"2017-18"
112,"C","CASTRO",8,2,0,0,0,0,0,0,0,0,0,1,0,7,14,"2017-18"
2072,"C","BASTIEN",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
115,"C","HETEMAJ",7,0,0,0,0,0,0,0,0,1,0,0,0,7,8,"2017-18"
118,"C","RADOVANOVIC",5.5,0,0,0,0,0,0,1,0,0,0,0,0,7,5.5,"2017-18"
156,"A","PUCCIARELLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
123,"A","INGLESE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
680,"ALL","MARAN",7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,"2017-18"
1889,"P","CORDAZ",7,0,1,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
581,"D","FARAONI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
1891,"D","CECCHERINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
765,"D","AJETI",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
1898,"D","SAMPIRISI",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
362,"D","SIMIC S",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
1896,"D","MARTELLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
1906,"C","NALINI",5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,"2017-18"
116,"C","IZCO",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
1933,"C","MANDRAGORA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,7,6.5,"2017-18"
121,"C","STOIAN",6,0,0,0,0,0,0,0,0,1,0,0,0,7,7,"2017-18"
2014,"C","ROHDEN",5,0,0,0,0,0,0,1,0,0,0,0,0,7,5,"2017-18"
1901,"C","BARBERIS",7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,"2017-18"
1997,"A","SIMY",7,1,0,0,0,0,0,0,0,0,0,0,1,7,10,"2017-18"
1911,"ALL","NICOLA",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
4,"P","SPORTIELLO",6,0,2,0,0,0,0,0,0,0,0,0,0,7,4,"2017-18"
2309,"D","PEZZELLA GER",6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,"2017-18"
2177,"D","GASPAR B",5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,"2017-18"
642,"D","ASTORI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,7,5.5,"2017-18"
252,"D","BIRAGHI",4.5,0,0,0,0,0,0,0,0,0,0,0,0,7,4.5,"2017-18"
