"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation"
312,"A","MANDZUKIC",7,1,0,0,0,0,0,0,0,0,0,1,0,5,10
309,"A","DYBALA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
408,"A","HIGUAIN",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
686,"ALL","ALLEGRI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
1934,"P","STRAKOSHA",6.5,0,4,0,0,0,0,0,0,0,0,0,0,5,2.5
329,"D","RADU",5,0,0,0,0,0,0,1,0,0,0,0,0,5,5
1999,"D","LUKAKU J",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2062,"D","BASTOS",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
319,"D","BASTA",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
322,"D","DE VRIJ",7,1,0,0,0,0,0,0,0,0,0,0,0,5,10
338,"C","LULIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2209,"C","LUCAS LEIVA",5,0,0,0,0,0,0,1,0,0,0,0,0,5,5
2085,"C","LUIS ALBERTO",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2188,"C","MARUSIC",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
645,"C","MILINKOVIC-SAVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2003,"C","MURGIA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
342,"C","PAROLO",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
785,"A","IMMOBILE",6.5,0,0,0,0,0,0,0,0,1,0,0,0,5,7.5
826,"ALL","INZAGHI S",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
350,"P","DONNARUMMA G",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
353,"D","ABATE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
286,"D","BONUCCI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
2169,"D","RODRIGUEZ R",7,0,0,0,0,1,0,0,0,0,0,1,0,5,10
460,"D","ROMAGNOLI A",6,0,0,0,0,0,0,1,0,0,0,0,0,5,6
365,"D","ZAPATA C",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
375,"C","SUSO",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
827,"C","LOCATELLI M",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
1850,"C","KESSIE'",7,0,0,0,0,1,0,0,0,0,0,0,0,5,10
367,"C","BONAVENTURA",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
331,"C","BIGLIA",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
2194,"C","CALHANOGLU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2175,"A","ANDRE' SILVA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
652,"A","KALINIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
763,"ALL","MONTELLA",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
387,"P","REINA",5.5,0,1,0,0,0,0,1,0,0,0,0,0,5,4.5
392,"D","KOULIBALY",7,1,0,0,0,0,0,0,0,0,0,0,0,5,10
394,"D","MAGGIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
388,"D","ALBIOL",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
390,"D","GHOULAM",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
402,"C","HAMSIK",6.5,0,0,0,0,0,0,0,0,1,0,0,0,5,7.5
397,"C","ALLAN",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
404,"C","JORGINHO",6.5,0,0,0,0,1,0,1,0,0,0,0,0,5,9.5
2076,"C","ROG",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
152,"C","ZIELINSKI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
2012,"A","MILIK",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
410,"A","MERTENS",7.5,1,0,0,0,0,0,1,0,0,0,0,0,5,10.5
406,"A","CALLEJON",7,1,0,0,0,0,0,0,0,0,0,1,0,5,10
409,"A","INSIGNE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
688,"ALL","SARRI",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
1964,"P","ALISSON",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
546,"D","BRUNO PERES",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
2016,"D","FAZIO",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
256,"D","JUAN JESUS",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2214,"D","KOLAROV",7.5,0,0,0,0,0,0,0,0,1,0,0,0,5,8.5
470,"C","STROOTMAN",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
237,"C","PEROTTI",7,0,0,0,0,0,0,0,0,1,0,0,0,5,8
530,"C","PELLEGRINI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
464,"C","FLORENZI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2193,"C","GONALONS",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
1967,"C","GERSON",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2201,"C","UNDER",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
647,"A","DZEKO",8,2,0,0,0,0,0,0,0,0,0,1,0,5,14
795,"A","EL SHAARAWY",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
691,"ALL","DI FRANCESCO",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
483,"P","PUGGIONI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
490,"D","REGINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
492,"D","SILVESTRE",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
1868,"D","MURRU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2104,"D","BERESZYNSKI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
775,"C","ALVAREZ R",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2008,"C","LINETTY",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2287,"C","RAMIREZ",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2065,"C","PRAET",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
1972,"C","TORREIRA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
600,"C","VERRE",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
608,"A","ZAPATA D",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
568,"A","QUAGLIARELLA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
1958,"A","CAPRARI",6,0,0,0,0,0,0,1,0,0,0,0,0,5,6
681,"ALL","GIAMPAOLO",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
509,"P","CONSIGLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
516,"D","CANNAVARO",6.5,0,0,0,0,0,0,1,0,0,0,0,0,5,6.5
513,"D","ACERBI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
824,"D","ADJAPONG",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
2006,"D","LIROLA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,5,6.5
2015,"D","LETSCHERT",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
528,"C","MAGNANELLI",6,0,0,0,0,0,0,1,0,0,0,0,0,5,6
529,"C","MISSIROLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
1978,"C","SENSI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
524,"C","BIONDINI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
526,"C","DUNCAN",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
536,"A","POLITANO",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2073,"A","RAGUSA",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
380,"A","MATRI",6.5,0,0,0,1,1,0,0,0,0,0,1,0,5,6.5
2254,"ALL","BUCCHI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
540,"P","GOMIS A",6,0,2,0,0,0,0,0,0,0,0,0,0,5,4
708,"D","FELIPE",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
491,"D","SALAMON",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
106,"D","MATTIELLO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2261,"D","VICARI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
631,"C","VIVIANI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2263,"C","LAZZARI M",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2264,"C","MORA",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2265,"C","SCHIATTARELLA",5.5,0,0,0,0,0,0,1,0,0,0,0,0,5,5.5
2266,"C","SCHIAVON",6,0,0,0,0,0,0,1,0,0,0,0,0,5,6
27,"C","GRASSI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2267,"A","ANTENUCCI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
722,"A","BORRIELLO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
126,"A","PALOSCHI",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2269,"ALL","SEMPLICI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2179,"P","SIRIGU",6.5,0,2,0,0,0,0,0,0,0,0,0,0,5,4.5
2171,"D","LYANCO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
551,"D","MOLINARO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
2288,"D","N'KOULOU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
706,"D","ANSALDI",7,0,0,0,0,0,0,1,0,0,0,0,0,5,7
556,"C","BASELLI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,5,5.5
2205,"C","BERENGUER",6,0,0,0,0,0,0,1,0,0,0,0,0,5,6
238,"C","RINCON",6.5,0,0,0,0,0,0,1,0,0,0,0,0,5,6.5
382,"A","NIANG",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
478,"A","LJAJIC",7,1,0,0,0,0,0,1,0,0,0,1,0,5,10
441,"A","BELOTTI",7,1,0,0,0,0,0,0,0,0,0,0,0,5,10
1981,"A","BOYE'",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
475,"A","IAGO FALQUE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
687,"ALL","MIHAJLOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
574,"P","SCUFFET",5,0,3,0,0,0,0,0,0,0,0,0,0,5,2
2315,"D","STRYGER LARSEN",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
770,"D","PEZZELLA GIU",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2280,"D","NUYTINCK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
578,"D","DANILO",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
1984,"D","ANGELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
575,"D","ADNAN",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
2172,"C","BARAK",5,0,0,0,0,0,0,0,0,0,0,0,0,5,5
1996,"C","DE PAUL",7,0,0,0,0,1,0,0,0,0,0,0,0,5,10
1986,"C","FOFANA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
626,"C","HALLFREDSSON",4.5,0,0,0,0,0,1,1,0,0,0,0,0,5,4.5
1987,"C","JANKTO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
90,"A","LASAGNA",6,1,0,0,0,0,0,0,0,0,0,0,0,5,9
566,"A","MAXI LOPEZ",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
766,"ALL","DELNERI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2271,"P","NICOLAS",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
621,"D","ROMULO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
583,"D","HEURTAUX",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
2336,"D","BEARZOTTI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2273,"D","CARACCIOLO A",7,0,0,0,0,0,0,0,0,0,0,0,0,5,7
297,"C","BUCHEL",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
264,"C","BESSA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
1992,"C","FOSSATI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2274,"C","VALOTI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,5,5.5
2199,"C","ZUCULINI B",6,0,0,0,0,0,0,1,0,0,0,0,0,5,6
632,"C","ZACCAGNI",6,0,0,0,0,0,0,0,0,0,0,0,0,5,6
215,"A","VERDE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
636,"A","PAZZINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5
2097,"A","KEAN",5.5,0,0,0,0,0,0,1,0,0,0,0,0,5,5.5
2282,"ALL","PECCHIA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,5,6.5
316,"P","BERISHA",6,0,1,0,0,0,0,0,0,0,0,0,0,6,5
1847,"D","CALDARA",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7
2197,"D","CASTAGNE",5.5,0,0,0,0,0,0,1,0,0,0,0,0,6,5.5
2296,"D","MANCINI G",6.5,0,0,0,0,0,0,1,0,0,0,0,0,6,6.5
2181,"D","PALOMINO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
695,"D","TOLOI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1852,"C","SPINAZZOLA",6,0,0,0,0,0,0,1,0,0,0,0,0,6,6
28,"C","KURTIC",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
22,"C","DE ROON",5,0,0,0,0,0,0,1,0,0,0,0,0,6,5
788,"C","FREULER",7,1,0,0,0,0,0,0,0,0,0,0,1,6,10
177,"C","ILICIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
26,"A","GOMEZ A",5,0,0,0,1,0,0,0,0,0,0,0,0,6,2
2163,"A","CORNELIUS",6.5,0,0,0,0,0,0,0,0,1,0,0,0,6,7.5
2167,"A","ORSOLINI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
684,"ALL","GASPERINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
720,"P","BELEC",6,0,2,0,0,0,0,0,0,0,0,0,0,6,4
138,"D","COSTA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
2203,"D","DI CHIARA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
2184,"D","GRAVILLON",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
74,"D","LETIZIA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
420,"D","LAZAAR",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
2174,"D","VENUTI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
440,"C","VIOLA",4.5,0,0,0,1,0,0,0,0,0,0,0,0,6,1.5
1955,"C","MEMUSHAJ",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
333,"C","CATALDI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
2190,"A","CODA M",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
2040,"A","LOMBARDI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
281,"A","PUSCAS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
1982,"A","PARIGINI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2248,"ALL","BARONI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
40,"P","DA COSTA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
224,"D","DE MAIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
419,"D","GONZALEZ G",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
615,"D","HELANDER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
49,"D","MASINA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
50,"D","MBAYE",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
275,"C","TAIDER",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
374,"C","POLI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,6,5.5
644,"C","PULGAR",6,0,0,0,0,0,0,1,0,0,0,0,0,6,6
669,"C","DONSAH",6.5,0,0,0,0,0,0,1,0,0,0,0,0,6,6.5
376,"C","VERDI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2114,"A","PETKOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
2100,"A","OKWONKWO",7,1,0,0,0,0,0,1,0,0,0,1,0,6,10
280,"A","PALACIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
760,"ALL","DONADONI",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7
2178,"P","CRAGNO",5.5,0,2,0,0,0,0,0,0,0,0,0,0,6,3.5
251,"D","ANDREOLLI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
1869,"D","PISACANE",5.5,0,0,0,0,0,0,0,1,0,0,0,0,6,5.5
301,"D","PADOIN",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2037,"D","MIANGUE",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1870,"C","BARELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
20,"C","CIGARINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
2204,"C","COSSU",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1872,"C","DESSENA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2116,"C","FARAGO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
1874,"C","JOAO PEDRO",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
627,"C","IONITA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
1880,"A","GIANNETTI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1882,"A","SAU",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
1883,"ALL","RASTELLI",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
413,"P","SORRENTINO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
169,"D","TOMOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
101,"D","DAINELLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
104,"D","GAMBERINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
99,"D","CACCIATORE",6.5,0,0,0,0,0,0,0,0,1,0,0,0,6,7.5
111,"C","BIRSA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
112,"C","CASTRO",6.5,0,0,0,0,0,0,1,0,0,0,0,0,6,6.5
2183,"C","GARRITANO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
115,"C","HETEMAJ",6.5,0,0,0,0,0,0,1,0,1,0,0,0,6,7.5
118,"C","RADOVANOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
119,"C","RIGONI N",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
156,"A","PUCCIARELLI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2327,"A","STEPINSKI",7,1,0,0,0,0,0,0,0,0,0,0,0,6,10
123,"A","INGLESE",7,1,0,0,0,0,0,0,0,0,0,1,0,6,10
680,"ALL","MARAN",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7
1889,"P","CORDAZ",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
1891,"D","CECCHERINI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
765,"D","AJETI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
581,"D","FARAONI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1898,"D","SAMPIRISI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1896,"D","MARTELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1906,"C","NALINI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1933,"C","MANDRAGORA",7,1,0,0,0,0,0,0,0,0,0,1,0,6,10
121,"C","STOIAN",6.5,0,0,0,0,0,0,0,0,1,0,0,0,6,7.5
2014,"C","ROHDEN",6.5,1,0,0,0,0,0,0,0,0,0,0,0,6,9.5
1901,"C","BARBERIS",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
789,"A","TROTTA",6.5,0,0,0,0,0,0,0,0,1,0,0,0,6,7.5
778,"A","TUMMINELLO",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1997,"A","SIMY",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1911,"ALL","NICOLA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
4,"P","SPORTIELLO",8,0,1,1,0,0,0,0,0,0,0,0,0,6,10
2309,"D","PEZZELLA GER",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
2087,"D","OLIVERA M",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
141,"D","LAURINI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
252,"D","BIRAGHI",6,0,0,0,0,0,0,1,0,0,0,0,0,6,6
642,"D","ASTORI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
2002,"C","CHIESA",7,1,0,0,0,0,0,1,0,0,0,0,0,6,10
2301,"C","GIL DIAS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
2290,"C","EYSSERIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
2058,"C","SANCHEZ C",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
2215,"C","VERETOUT",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
2061,"A","SIMEONE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
606,"A","THEREAU",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
183,"A","BABACAR",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
676,"ALL","PIOLI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
218,"P","PERIN",6.5,0,1,0,0,0,0,0,0,0,0,0,0,6,5.5
198,"D","ROSI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
54,"D","ROSSETTINI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2303,"D","MIGLIORE",5,0,0,0,0,0,0,1,0,0,0,0,0,6,5
2083,"D","BIRASCHI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
493,"D","ZUKANOVIC",6,0,0,0,0,0,0,1,0,0,0,0,0,6,6
2111,"C","TAARABT",5.5,0,0,0,0,0,0,0,1,0,0,0,0,6,5.5
232,"C","COFIE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
2011,"C","MIGUEL VELOSO",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2293,"C","OMEONGA",6,0,0,0,0,0,0,0,1,0,0,0,0,6,6
235,"C","LAXALT",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
438,"C","RIGONI L",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2103,"A","PELLEGRI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
245,"A","PANDEV",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
1924,"ALL","JURIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
250,"P","HANDANOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
2289,"D","DALBERT",5,0,0,0,0,0,0,0,0,0,0,0,0,6,5
253,"D","D'AMBROSIO",7,1,0,0,0,0,0,0,0,0,0,1,0,6,10
257,"D","MIRANDA",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
798,"D","SKRINIAR",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
704,"C","PERISIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2078,"C","JOAO MARIO",6.5,0,0,0,0,0,0,0,0,0,1,0,0,6,6.5
172,"C","BORJA VALERO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
265,"C","BROZOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
332,"C","CANDREVA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
181,"C","VECINO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
277,"A","ICARDI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,6,5.5
506,"A","EDER",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2325,"A","KARAMOH",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
782,"ALL","SPALLETTI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
282,"P","BUFFON",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
288,"D","CHIELLINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
1931,"D","BENATIA",6,0,0,0,0,0,0,1,0,0,0,0,0,6,6
662,"D","ALEX SANDRO",7,1,0,0,0,0,0,0,0,0,0,0,0,6,10
292,"D","LICHTSTEINER",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
2306,"C","MATUIDI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
469,"C","PJANIC",7.5,1,0,0,0,0,0,0,0,1,1,0,0,6,11.5
2166,"C","BENTANCUR",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
184,"C","BERNARDESCHI",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2200,"C","DOUGLAS COSTA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
697,"C","CUADRADO",6.5,0,0,0,0,0,0,0,0,1,0,0,0,6,7.5
309,"A","DYBALA",7.5,2,0,0,0,0,0,0,0,0,0,1,0,6,13.5
408,"A","HIGUAIN",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
312,"A","MANDZUKIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
686,"ALL","ALLEGRI",7.5,0,0,0,0,0,0,0,0,0,0,0,0,6,7.5
1934,"P","STRAKOSHA",7,0,0,0,0,0,0,0,0,0,0,0,0,6,7
329,"D","RADU",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
327,"D","PATRIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2335,"D","LUIZ FELIPE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
1999,"D","LUKAKU J",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
338,"C","LULIC",6,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2209,"C","LUCAS LEIVA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
2085,"C","LUIS ALBERTO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,6,6.5
